CODE_VALUE;NAME_VALUE;CODE;STARTED;REVOKED;autokey
LIM_05_052;Барбадосский доллар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_052
LIM_05_704;Донг;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_704
LIM_02_32;Неразглашение охраняемой (коммерческой) информации;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_32
LIM_11_H_51;Услуги воздушного и космического транспорта;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_H_51
LIM_05_706;Сомалийский шиллинг;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_706
LIM_01_06;Акт приемки и/или расхождений;LIM_01;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_01_06
LIM_13_C_24;Металлы основные;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_24
LIM_05_702;Сингапурский доллар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_702
LIM_02_07;Подряд;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_07
LIM_12_M_71;Работы в области архитектуры и инженерно-технического проектирования, технических испытаний, исследований и анализа;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_M_71
LIM_11_C_18;Услуги печатные и услуги по копированию звуко- и видеозаписей, а также программных средств;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_C_18
LIM_11_N_78;Услуги по трудоустройству и подбору персонала;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_N_78
LIM_02_08;Выполнение научно-исследовательских, опытно-конструкторских и технологических работ;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_08
LIM_05_203;Чешская крона;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_203
LIM_02_11;Транспортная  экспедиция ;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_11
LIM_10_29;Архангельская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_29
LIM_05_458;Малайзийский ринггит;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_458
LIM_05_232;Накфа;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_232
LIM_05_930;Добра;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_930
LIM_11_N;УСЛУГИ АДМИНИСТРАТИВНЫЕ И ВСПОМОГАТЕЛЬНЫЕ;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_N
LIM_05_548;Вату;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_548
LIM_05_566;Найра;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_566
LIM_10_67;Смоленская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_67
LIM_11_H_50;Услуги водного транспорта;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_H_50
LIM_05_604;Соль;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_604
LIM_11_M_71;Услуги в области архитектуры и инженерно-технического проектирования, технических испытаний, исследований и анализа;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_M_71
LIM_05_951;Восточно-карибский доллар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_951
LIM_05_340;Лемпира;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_340
LIM_11_A_02;Услуги лесоводства и лесозаготовок;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_A_02
LIM_05_174;Коморский франк;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_174
LIM_10_21;Чувашская Республика — Чувашия;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_21
LIM_02_30;Предоставление права использования РИД и средствами индивидуализации;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_30
LIM_11_K_66;Услуги вспомогательные, связанные с услугами финансового посредничества и страхования;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_K_66
LIM_05_882;Тала;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_882
LIM_02_17;Хранение;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_17
LIM_11_R_93;Услуги, связанные со спортом, и услуги по организации развлечений и отдыха;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_R_93
LIM_11_M;УСЛУГИ, СВЯЗАННЫЕ С НАУЧНОЙ, ИНЖЕНЕРНО-ТЕХНИЧЕСКОЙ И ПРОФЕССИОНАЛЬНОЙ ДЕЯТЕЛЬНОСТЬЮ;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_M
LIM_13_F;СООРУЖЕНИЯ;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_F
LIM_05_404;Кенийский шиллинг;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_404
LIM_10_11;Республика Коми;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_11
LIM_10_05;Республика Дагестан;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_05
LIM_05_152;Чилийское песо;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_152
LIM_05_800;Угандийский шиллинг;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_800
LIM_10_16;Республика Татарстан (Татарстан);LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_16
LIM_05_454;Малавийская квача;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_454
LIM_05_356;Индийская рупия;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_356
LIM_11_L_68;Услуги по операциям с недвижимым имуществом;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_L_68
LIM_05_764;Бат;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_764
LIM_11_B;УСЛУГИ ГОРНОДОБЫВАЮЩИХ ПРОИЗВОДСТВ;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_B
LIM_05_654;Фунт Святой Елены;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_654
LIM_13_C_20;Вещества химические и продукты химические;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_20
LIM_10_23;Краснодарский край;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_23
LIM_13_C_26;Оборудование компьютерное, электронное и оптическое;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_26
LIM_11_N_79;Услуги туристических агентств, туроператоров и прочие услуги по бронированию и сопутствующие им услуги;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_N_79
LIM_02_06;Безвозмездное пользование;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_06
LIM_13_B_07;Руды металлические;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_B_07
LIM_01_08;Договорный документ PDF/A-3 ;LIM_01;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_01_08
LIM_05_710;Рэнд;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_710
LIM_10_46;Курская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_46
LIM_13_C_21;Средства лекарственные и материалы, применяемые в медицинских целях;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_21
LIM_10_02;Республика Башкортостан;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_02
LIM_13_C_19;Кокс и нефтепродукты;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_19
LIM_05_084;Белизский доллар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_084
LIM_10_04;Республика Алтай;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_04
LIM_10_34;Волгоградская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_34
LIM_10_03;Республика Бурятия;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_03
LIM_13_T_98;Продукция и различные услуги частных домашних хозяйств для собственных нужд;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_T_98
LIM_10_06;Республика Ингушетия;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_06
LIM_10_43;Кировская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_43
LIM_10_63;Самарская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_63
LIM_01_16;Универсальный корректировочный документ;LIM_01;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_01_16
LIM_10_45;Курганская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_45
LIM_05_586;Пакистанская рупия;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_586
LIM_10_95;Херсонская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_95
LIM_10_94;Луганская Народная Республика;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_94
LIM_05_533;Арубанский флорин;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_533
LIM_05_969;Малагасийский ариари;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_969
LIM_10_48;Липецкая область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_48
LIM_01_10;Транспортная накладная ;LIM_01;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_01_10
LIM_10_41;Камчатский край;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_41
LIM_11_O;"УСЛУГИ В СФЕРЕ ГОСУДАРСТВЕННОГО УПРАВЛЕНИЯ И ОБЕСПЕЧЕНИЯ ВОЕННОЙ БЕЗОПАСНОСТИ; УСЛУГИ ПО ОБЯЗАТЕЛЬНОМУ СОЦИАЛЬНОМУ ОБЕСПЕЧЕНИЮ";LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_O
LIM_05_834;Танзанийский шиллинг;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_834
LIM_11_R;УСЛУГИ В ОБЛАСТИ ИСКУССТВА, РАЗВЛЕЧЕНИЙ, ОТДЫХА И СПОРТА;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_R
LIM_01_17;Счет на оплату;LIM_01;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_01_17
LIM_10_36;Воронежская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_36
LIM_11_U_99;Услуги, предоставляемые экстерриториальными организациями и органами;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_U_99
LIM_10_69;Тверская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_69
LIM_05_192;Кубинское песо;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_192
LIM_12_H_52;Вспомогательные транспортные работы;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_H_52
LIM_11_N_82;Услуги в области административного, хозяйственного и прочего вспомогательного обслуживания;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_N_82
LIM_12_F_43;Работы строительные специализированные;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_F_43
LIM_05_156;Юань;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_156
LIM_05_554;Новозеландский доллар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_554
LIM_10_49;Магаданская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_49
LIM_02_26;Проведение игр и пари;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_26
LIM_12_S_96;Работы персональные прочие;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_S_96
LIM_12_M_74;Работы профессиональные, научные и технические, прочие;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_M_74
LIM_05_352;Исландская крона;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_352
LIM_10_76;Ярославская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_76
LIM_05_208;Датская крона;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_208
LIM_05_578;Норвежская крона;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_578
LIM_01_07;Акт сверки взаимных расчетов;LIM_01;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_01_07
LIM_11_C_24;Услуги по литью металлов;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_C_24
LIM_05_324;Гвинейский франк;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_324
LIM_01_02;Счет-фактура ;LIM_01;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_01_02
LIM_10_86;Ханты-Мансийский автономный округ — Югра;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_86
LIM_13_C_28;Машины и оборудование, не включенные в другие группировки;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_28
LIM_05_262;Франк Джибути;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_262
LIM_10_78;г. Санкт-Петербург;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_78
LIM_05_940;Уругвайское песо в индексированных единицах;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_940
LIM_02_21;Доверительное управление имуществом;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_21
LIM_05_292;Гибралтарский фунт;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_292
LIM_05_124;Канадский доллар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_124
LIM_05_925;Леоне;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_925
LIM_11_L;УСЛУГИ, СВЯЗАННЫЕ С НЕДВИЖИМЫМ ИМУЩЕСТВОМ;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_L
LIM_13_F_41;Здания;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_F_41
LIM_05_400;Иорданский динар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_400
LIM_05_826;Фунт стерлингов;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_826
LIM_05_634;Катарский риал;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_634
LIM_05_191;Куна;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_191
LIM_11_U;УСЛУГИ, ПРЕДОСТАВЛЯЕМЫЕ ЭКСТЕРРИТОРИАЛЬНЫМИ ОРГАНИЗАЦИЯМИ И ОРГАНАМИ;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_U
LIM_12_H;РАБОТЫ ТРАНСПОРТА И СКЛАДСКОГО ХОЗЯЙСТВА;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_H
LIM_11_D_35;Услуги по электроэнергии, газу, пару и кондиционированию воздуха;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_D_35
LIM_05_949;Турецкая лира;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_949
LIM_13_D_35;Электроэнергия, газ, пар и кондиционирование воздуха, услуги;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_D_35
LIM_05_414;Кувейтский динар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_414
LIM_11_H_53;Услуги почтовой связи и услуги курьерские;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_H_53
LIM_11_M_74;Услуги профессиональные, научные и технические, прочие;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_M_74
LIM_10_61;Ростовская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_61
LIM_10_20;Чеченская Республика;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_20
LIM_05_558;Золотая кордоба;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_558
LIM_12_G;РАБОТЫ ПО РЕМОНТУ АВТОТРАНСПОРТНЫХ СРЕДСТВ И МОТОЦИКЛОВ;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_G
LIM_02_25;Публичный конкурс;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_25
LIM_05_050;Така;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_050
LIM_13_C_25;Изделия металлические готовые, кроме машин и оборудования;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_25
LIM_10_40;Калужская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_40
LIM_05_646;Франк Руанды;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_646
LIM_05_981;Лари;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_981
LIM_11_N_81;Услуги по обслуживанию зданий и территорий;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_N_81
LIM_05_072;Пула;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_072
LIM_10_62;Рязанская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_62
LIM_10_83;Ненецкий автономный округ;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_83
LIM_13_C_30;Средства транспортные и оборудование, прочие;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_30
LIM_05_682;Саудовский риял;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_682
LIM_05_270;Даласи;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_270
LIM_13_C_22;Изделия резиновые и пластмассовые;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_22
LIM_05_926;Боливар Соберано;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_926
LIM_10_31;Белгородская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_31
LIM_02_22;Коммерческая концессия ;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_22
LIM_11_G_47;Услуги по розничной торговле, кроме розничной торговли автотранспортными средствами и мотоциклами;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_G_47
LIM_05_136;Доллар Островов Кайман;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_136
LIM_05_360;Рупия;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_360
LIM_05_941;Сербский динар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_941
LIM_13_C_29;Средства автотранспортные, прицепы и полуприцепы;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_29
LIM_11_T_98;Продукция и различные услуги частных домашних хозяйств для собственных нужд;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_T_98
LIM_11_E_39;Услуги по рекультивации и прочие услуги по утилизации отходов;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_E_39
LIM_10_92;г. Севастополь;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_92
LIM_11_E_36;Услуги по очистке воды и водоснабжению;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_E_36
LIM_10_64;Саратовская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_64
LIM_11_R_91;Услуги библиотек, архивов, музеев и прочие услуги в области культуры;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_R_91
LIM_05_430;Либерийский доллар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_430
LIM_05_608;Филиппинское песо;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_608
LIM_11_M_72;Услуги и работы, связанные с научными исследованиями и экспериментальными разработками;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_M_72
LIM_05_972;Сомони;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_972
LIM_05_368;Иракский динар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_368
LIM_10_22;Алтайский край;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_22
LIM_05_524;Непальская рупия;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_524
LIM_11_Q_87;Услуги по предоставлению ухода с обеспечением проживания;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_Q_87
LIM_13_B_08;Продукция горнодобывающих производств прочая;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_B_08
LIM_10_08;Республика Калмыкия;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_08
LIM_10_54;Новосибирская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_54
LIM_11_I_56;Услуги общественного питания;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_I_56
LIM_02_14;Банковский вклад;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_14
LIM_12_S;ПРОЧИЕ РАБОТЫ;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_S
LIM_12_E;РАБОТЫ ПО УДАЛЕНИЮ И РЕКУЛЬТИВАЦИИ ОТХОДОВ;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_E
LIM_05_096;Брунейский доллар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_096
LIM_02_05;Аренда ;LIM_02;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_02_05
LIM_05_968;Суринамский доллар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_968
LIM_10_42;Кемеровская область — Кузбасс;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_42
LIM_05_498;Молдавский лей;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_498
LIM_05_931;Конвертируемое песо;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_931
LIM_13_C_33;Услуги по ремонту и монтажу машин и оборудования;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_33
LIM_12_M;РАБОТЫ, СВЯЗАННЫЕ С НАУЧНОЙ, ИНЖЕНЕРНО-ТЕХНИЧЕСКОЙ И ПРОФЕССИОНАЛЬНОЙ ДЕЯТЕЛЬНОСТЬЮ;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_M
LIM_05_944;Азербайджанский манат;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_944
LIM_13_C_23;Продукты минеральные неметаллические прочие;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_23
LIM_10_47;Ленинградская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_47
LIM_05_504;Марокканский дирхам;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_504
LIM_11_T_97;Услуги домашних хозяйств с наемными работниками;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_T_97
LIM_05_973;Кванза;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_973
LIM_05_328;Гайанский доллар;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_328
LIM_10_60;Псковская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_60
LIM_10_93;Донецкая Народная Республика;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_93
LIM_10_50;Московская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_50
LIM_10_56;Оренбургская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_56
LIM_05_104;Кьят;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_104
LIM_01_05;Корректировочный счет-фактура;LIM_01;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_01_05
LIM_05_051;Армянский драм;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_051
LIM_11_S_95;Услуги по ремонту компьютеров, предметов личного потребления и бытовых товаров;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_S_95
LIM_05_936;Ганский седи;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_936
LIM_11_K_65;Услуги по страхованию, перестрахованию и негосударственному пенсионному обеспечению, кроме обязательного социального обеспечения;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_K_65
LIM_11_G_45;Услуги по оптовой и розничной торговле и услуги по ремонту автотранспортных средств и мотоциклов;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_G_45
LIM_11_Q;УСЛУГИ В ОБЛАСТИ ЗДРАВООХРАНЕНИЯ И СОЦИАЛЬНЫЕ УСЛУГИ;LIM_11;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_11_Q
LIM_01_18;Прейскурант;LIM_01;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_01_18
LIM_10_70;Томская область;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_70
LIM_05_598;Кина;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_598
LIM_10_24;Красноярский край;LIM_10;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_10_24
LIM_05_760;Сирийский фунт;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_760
LIM_05_462;Руфия;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_462
LIM_05_480;Маврикийская рупия;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_480
LIM_12_F_41;Работы по возведению зданий;LIM_12;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_12_F_41
LIM_13_C_27;Оборудование электрическое;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_C_27
LIM_13_A;ПРОДУКЦИЯ СЕЛЬСКОГО, ЛЕСНОГО И РЫБНОГО ХОЗЯЙСТВА;LIM_13;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_13_A
LIM_05_818;Египетский фунт;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_818
LIM_05_590;Бальбоа;LIM_05;15.08.2023;;POWER_PWR_RESTR_VALUE_LIM_05_590
